CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'112709C0300,112709C0300,11,GUANAJUATO,59,DISTRITO XIII,2709,6050,C,0,U,38,24,0,7,1,5,54,4,4,2,0,,0,0,4,143,722,Cotejo
'112710B0100,112710B0100,11,GUANAJUATO,59,DISTRITO XIII,2710,5879,B,0,R,53,16,5,13,2,7,97,22,2,1,5,,0,0,9,232,747,Cotejo
'112710C0100,112710C0100,11,GUANAJUATO,59,DISTRITO XIII,2710,5880,C,0,R,42,18,1,6,1,9,107,16,4,2,6,,0,0,9,221,746,Cotejo
'112710C0200,112710C0200,11,GUANAJUATO,59,DISTRITO XIII,2710,5881,C,0,R,67,18,2,8,2,7,83,13,1,2,0,,0,0,3,206,746,Cotejo
'112710C0300,112710C0300,11,GUANAJUATO,59,DISTRITO XIII,2710,5882,C,0,R,44,19,1,12,2,5,101,12,4,1,1,,0,0,5,207,746,Cotejo
'112710C0400,112710C0400,11,GUANAJUATO,59,DISTRITO XIII,2710,5883,C,0,R,64,16,3,9,3,6,97,14,1,2,5,,0,0,5,225,746,Cotejo
'112710C0500,112710C0500,11,GUANAJUATO,59,DISTRITO XIII,2710,5884,C,0,R,84,24,2,3,3,10,77,17,2,5,3,,0,0,1,231,746,Cotejo
'112710C0600,112710C0600,11,GUANAJUATO,59,DISTRITO XIII,2710,5885,C,0,R,71,30,0,6,2,6,92,15,1,5,6,,0,0,12,246,746,Cotejo
'112710C0700,112710C0700,11,GUANAJUATO,59,DISTRITO XIII,2710,5886,C,0,R,63,26,6,6,1,10,78,16,2,1,5,,0,0,5,219,746,Cotejo
'112711B0100,112711B0100,11,GUANAJUATO,59,DISTRITO XIII,2711,5887,B,0,R,48,14,3,16,1,6,65,9,1,2,6,,0,0,0,171,479,Cotejo
'112711C0100,112711C0100,11,GUANAJUATO,59,DISTRITO XIII,2711,5888,C,0,R,53,21,5,9,1,4,73,6,2,1,2,,0,0,3,180,479,Cotejo
'112712B0100,112712B0100,11,GUANAJUATO,59,DISTRITO XIII,2712,5889,B,0,R,83,30,8,11,2,5,35,4,3,4,36,,0,0,8,229,634,Cotejo
'112712C0100,112712C0100,11,GUANAJUATO,59,DISTRITO XIII,2712,5890,C,0,R,67,45,13,12,1,9,43,3,7,2,32,,0,0,0,234,633,Cotejo
'112712C0200,112712C0200,11,GUANAJUATO,59,DISTRITO XIII,2712,5891,C,0,R,62,48,16,13,2,3,63,6,4,0,44,,1,0,9,271,633,Recuento
'112712C0300,112712C0300,11,GUANAJUATO,59,DISTRITO XIII,2712,5892,C,0,R,47,37,10,10,1,2,60,5,10,3,47,,1,0,1,234,633,Cotejo
'112713B0100,112713B0100,11,GUANAJUATO,59,DISTRITO XIII,2713,5893,B,0,R,54,32,4,10,0,3,30,7,1,0,5,,0,2,7,155,413,Cotejo
'112713C0100,112713C0100,11,GUANAJUATO,59,DISTRITO XIII,2713,5894,C,0,R,48,21,2,7,2,3,48,3,10,0,3,,0,0,6,153,413,Cotejo
'112714B0100,112714B0100,11,GUANAJUATO,59,DISTRITO XIII,2714,5895,B,0,R,106,41,2,17,1,1,77,7,3,4,3,,0,1,2,265,647,Cotejo
'112714C0100,112714C0100,11,GUANAJUATO,59,DISTRITO XIII,2714,5896,C,0,R,86,36,2,17,0,4,75,19,1,4,2,,0,0,3,249,646,Cotejo
'112714C0200,112714C0200,11,GUANAJUATO,59,DISTRITO XIII,2714,5897,C,0,R,94,26,1,11,2,9,87,7,1,2,3,,0,0,7,250,646,Recuento
'112715B0100,112715B0100,11,GUANAJUATO,59,DISTRITO XIII,2715,5898,B,0,R,122,60,1,8,5,9,78,14,4,2,1,,0,0,6,310,677,Cotejo
'112715C0100,112715C0100,11,GUANAJUATO,59,DISTRITO XIII,2715,5899,C,0,R,104,51,2,8,3,9,82,13,3,2,0,,0,0,7,284,676,Cotejo
'112715C0200,112715C0200,11,GUANAJUATO,59,DISTRITO XIII,2715,5900,C,0,R,107,43,1,5,3,3,84,16,4,4,4,,0,1,5,280,676,Cotejo
'112716B0100,112716B0100,11,GUANAJUATO,59,DISTRITO XIII,2716,5901,B,0,R,94,14,2,17,1,0,46,1,5,1,5,,0,0,11,197,521,Cotejo
'112716C0100,112716C0100,11,GUANAJUATO,59,DISTRITO XIII,2716,5902,C,0,R,73,13,2,1,1,1,60,2,3,1,4,,0,0,10,171,520,Cotejo
'112717B0100,112717B0100,11,GUANAJUATO,59,DISTRITO XIII,2717,5903,B,0,R,73,31,2,3,2,1,63,2,5,1,2,,0,0,10,195,637,Cotejo
'112717C0100,112717C0100,11,GUANAJUATO,59,DISTRITO XIII,2717,5904,C,0,R,75,23,1,15,1,4,68,10,3,3,2,,0,0,2,207,637,Cotejo
'112717C0200,112717C0200,11,GUANAJUATO,59,DISTRITO XIII,2717,5905,C,0,R,84,22,0,11,0,4,54,4,5,2,0,,0,0,5,191,637,Cotejo
'112717C0300,112717C0300,11,GUANAJUATO,59,DISTRITO XIII,2717,5906,C,0,R,99,24,5,9,2,4,64,5,0,1,3,,0,0,9,225,637,Cotejo
'112717C0400,112717C0400,11,GUANAJUATO,59,DISTRITO XIII,2717,5907,C,0,R,72,23,0,6,2,6,73,2,4,1,2,,0,0,3,194,637,Recuento
'112718B0100,112718B0100,11,GUANAJUATO,59,DISTRITO XIII,2718,5908,B,0,R,73,15,1,4,0,5,59,11,4,2,2,,0,0,6,182,481,Cotejo
'112718C0100,112718C0100,11,GUANAJUATO,59,DISTRITO XIII,2718,5909,C,0,R,87,20,0,7,0,6,65,6,5,2,2,,0,0,5,205,480,Cotejo
'112719B0100,112719B0100,11,GUANAJUATO,59,DISTRITO XIII,2719,5910,B,0,R,96,23,4,12,2,6,92,8,6,6,1,,0,0,5,261,710,Recuento
'112719C0100,112719C0100,11,GUANAJUATO,59,DISTRITO XIII,2719,5911,C,0,R,87,23,1,9,4,5,75,7,2,1,8,,0,0,5,227,710,Cotejo
'112719C0200,112719C0200,11,GUANAJUATO,59,DISTRITO XIII,2719,5912,C,0,R,88,33,3,6,1,10,85,6,4,1,2,,0,0,3,242,710,Recuento
'112720B0100,112720B0100,11,GUANAJUATO,59,DISTRITO XIII,2720,5913,B,0,R,97,19,1,9,3,5,89,6,9,4,3,,0,0,5,250,586,Cotejo
'112720C0100,112720C0100,11,GUANAJUATO,59,DISTRITO XIII,2720,5914,C,0,R,105,20,3,11,0,5,86,11,3,0,2,,0,0,5,251,586,Cotejo
'112720C0200,112720C0200,11,GUANAJUATO,59,DISTRITO XIII,2720,5915,C,0,R,79,27,8,11,0,1,87,8,5,5,3,,0,0,2,236,586,Cotejo
'112720C0300,112720C0300,11,GUANAJUATO,59,DISTRITO XIII,2720,5916,C,0,R,115,16,3,6,1,1,98,6,8,3,2,,0,0,6,265,585,Cotejo
'112721B0100,112721B0100,11,GUANAJUATO,59,DISTRITO XIII,2721,5917,B,0,R,88,42,8,10,1,3,39,10,4,2,5,,0,0,6,218,437,Cotejo
'112721E0100,1.13E+105,11,GUANAJUATO,59,DISTRITO XIII,2721,5918,E,0,R,62,21,2,6,0,1,46,16,3,2,1,,0,0,0,160,378,Cotejo
'112721E0101,1.13E+106,11,GUANAJUATO,59,DISTRITO XIII,2721,5919,E,1,R,47,20,4,4,1,4,48,9,1,1,1,,0,0,4,144,378,Recuento
'112721E0200,1.13E+205,11,GUANAJUATO,59,DISTRITO XIII,2721,5920,E,0,R,88,23,2,6,2,6,112,8,4,2,8,,0,0,0,261,469,Cotejo
'112722B0100,112722B0100,11,GUANAJUATO,59,DISTRITO XIII,2722,5921,B,0,R,86,63,5,18,3,1,38,3,4,4,5,,0,0,4,234,537,Cotejo
'112722C0100,112722C0100,11,GUANAJUATO,59,DISTRITO XIII,2722,5922,C,0,R,81,76,2,10,2,4,47,4,3,0,0,,0,0,3,232,536,Cotejo
'112723B0100,112723B0100,11,GUANAJUATO,59,DISTRITO XIII,2723,5923,B,0,R,67,19,2,19,4,4,36,5,2,2,3,,21,0,4,188,424,Cotejo
'112723C0100,112723C0100,11,GUANAJUATO,59,DISTRITO XIII,2723,5924,C,0,R,48,19,0,9,1,2,43,5,6,0,3,,0,1,3,140,424,Cotejo
'112724B0100,112724B0100,11,GUANAJUATO,59,DISTRITO XIII,2724,5925,B,0,R,152,20,5,16,0,4,128,6,3,5,4,,0,0,5,348,720,Cotejo
'112724C0100,112724C0100,11,GUANAJUATO,59,DISTRITO XIII,2724,5926,C,0,R,113,31,4,10,3,10,132,12,6,7,5,,0,0,14,347,720,Cotejo
'112725B0100,112725B0100,11,GUANAJUATO,59,DISTRITO XIII,2725,5927,B,0,R,143,41,1,10,0,4,132,0,1,7,8,,0,0,4,351,691,Cotejo
'112725C0100,112725C0100,11,GUANAJUATO,59,DISTRITO XIII,2725,5928,C,0,R,99,19,0,14,3,1,129,3,2,3,2,,0,0,6,281,690,Cotejo
'112725C0200,112725C0200,11,GUANAJUATO,59,DISTRITO XIII,2725,5929,C,0,R,119,24,1,6,1,3,157,4,3,6,2,,0,0,7,333,690,Cotejo
'112725C0300,112725C0300,11,GUANAJUATO,59,DISTRITO XIII,2725,5930,C,0,R,108,18,3,15,0,2,148,3,2,2,1,,0,0,6,308,690,Cotejo
'112726B0100,112726B0100,11,GUANAJUATO,59,DISTRITO XIII,2726,5931,B,0,R,78,15,1,3,3,7,53,2,3,4,1,,16,0,5,191,452,Cotejo
'112726C0100,112726C0100,11,GUANAJUATO,59,DISTRITO XIII,2726,5932,C,0,R,83,13,2,2,0,5,51,3,6,5,2,,0,0,6,178,451,Cotejo
'112726E0100,1.13E+105,11,GUANAJUATO,59,DISTRITO XIII,2726,5933,E,0,R,83,4,3,1,1,1,77,2,2,1,0,,0,0,7,182,434,Cotejo
'112726E0101,1.13E+106,11,GUANAJUATO,59,DISTRITO XIII,2726,5934,E,1,R,119,5,2,5,0,3,46,2,1,1,1,,0,0,4,189,434,Cotejo
'112727B0100,112727B0100,11,GUANAJUATO,59,DISTRITO XIII,2727,5935,B,0,R,80,38,1,17,1,0,40,0,2,0,7,,0,0,5,191,570,Cotejo
'112727C0100,112727C0100,11,GUANAJUATO,59,DISTRITO XIII,2727,5936,C,0,R,84,54,2,13,0,2,32,0,9,1,2,,56,0,12,267,570,Cotejo
'112727C0200,112727C0200,11,GUANAJUATO,59,DISTRITO XIII,2727,5937,C,0,R,106,39,0,8,0,2,32,2,2,1,0,,0,0,6,198,569,Cotejo
'112727C0300,112727C0300,11,GUANAJUATO,59,DISTRITO XIII,2727,5938,C,0,R,90,39,0,5,0,0,35,0,2,1,0,,0,0,5,177,569,Cotejo
'112728B0100,112728B0100,11,GUANAJUATO,59,DISTRITO XIII,2728,5939,B,0,R,93,19,0,21,0,2,74,3,2,1,1,,0,6,6,228,555,Cotejo
'112728C0100,112728C0100,11,GUANAJUATO,59,DISTRITO XIII,2728,5940,C,0,R,69,28,0,47,1,1,72,1,1,4,1,,0,0,3,228,555,Cotejo
'112729B0100,112729B0100,11,GUANAJUATO,59,DISTRITO XIII,2729,5941,B,0,R,94,8,2,24,1,0,63,3,4,0,3,,0,0,2,204,648,Cotejo
'112730B0100,112730B0100,11,GUANAJUATO,59,DISTRITO XIII,2730,5942,B,0,R,113,20,2,18,1,6,109,5,3,5,8,,0,0,13,303,713,Recuento
'112730C0100,112730C0100,11,GUANAJUATO,59,DISTRITO XIII,2730,5943,C,0,R,103,14,0,11,2,5,122,3,1,3,2,,0,0,14,280,712,Cotejo
'112731B0100,112731B0100,11,GUANAJUATO,59,DISTRITO XIII,2731,5944,B,0,R,106,11,0,9,0,1,54,22,2,1,1,,0,0,9,216,419,Cotejo
'112109B0100,112109B0100,11,GUANAJUATO,60,DISTRITO XIV,2109,4315,B,0,R,117,35,4,9,4,54,116,4,5,4,10,,1,0,8,371,661,Recuento
'112109C0100,112109C0100,11,GUANAJUATO,60,DISTRITO XIV,2109,4316,C,0,R,105,31,3,9,4,33,125,7,3,3,25,,0,0,9,357,661,Cotejo
'112109C0200,112109C0200,11,GUANAJUATO,60,DISTRITO XIV,2109,4317,C,0,R,124,30,7,12,2,50,147,4,3,0,13,,0,0,3,395,661,Cotejo
'112109C0300,112109C0300,11,GUANAJUATO,60,DISTRITO XIV,2109,4318,C,0,R,111,27,7,6,5,58,126,8,1,3,12,,0,2,9,375,661,Cotejo
'112109C0400,112109C0400,11,GUANAJUATO,60,DISTRITO XIV,2109,4319,C,0,R,126,27,4,10,6,41,137,4,3,1,14,,1,0,10,384,661,Cotejo
'112109C0500,112109C0500,11,GUANAJUATO,60,DISTRITO XIV,2109,4320,C,0,R,119,39,3,13,5,49,155,2,3,0,3,,0,0,15,406,661,Cotejo
'112109C0600,112109C0600,11,GUANAJUATO,60,DISTRITO XIV,2109,4321,C,0,R,119,27,3,9,8,62,127,7,2,4,16,,1,0,6,391,661,Cotejo
'112110B0100,112110B0100,11,GUANAJUATO,60,DISTRITO XIV,2110,4440,B,0,U,166,31,5,4,6,74,118,6,1,1,7,,0,0,4,423,727,Cotejo
'112110C0100,112110C0100,11,GUANAJUATO,60,DISTRITO XIV,2110,4441,C,0,U,159,46,5,9,7,56,105,1,9,2,8,,0,0,6,413,727,Cotejo
'112110C0200,112110C0200,11,GUANAJUATO,60,DISTRITO XIV,2110,4442,C,0,U,172,38,2,6,5,65,111,2,3,1,8,,0,0,9,422,726,Cotejo
'112110C0300,112110C0300,11,GUANAJUATO,60,DISTRITO XIV,2110,4443,C,0,U,176,26,5,13,9,60,107,3,4,4,7,,0,0,8,422,726,Cotejo
'112110C0400,112110C0400,11,GUANAJUATO,60,DISTRITO XIV,2110,4444,C,0,U,157,25,5,7,6,73,96,6,2,2,5,,0,0,7,391,726,Cotejo
'112110C0500,112110C0500,11,GUANAJUATO,60,DISTRITO XIV,2110,4445,C,0,U,169,33,6,6,4,56,123,3,3,2,7,,1,0,3,416,726,Cotejo
'112111B0100,112111B0100,11,GUANAJUATO,60,DISTRITO XIV,2111,4446,B,0,U,132,25,6,15,4,50,133,5,5,8,7,,0,0,6,396,742,Recuento
'112111C0100,112111C0100,11,GUANAJUATO,60,DISTRITO XIV,2111,4447,C,0,U,120,25,3,6,3,49,119,10,3,5,14,,0,0,10,367,742,Recuento
'112111C0200,112111C0200,11,GUANAJUATO,60,DISTRITO XIV,2111,4448,C,0,U,143,24,2,10,5,32,125,4,3,8,12,,0,0,11,379,742,Cotejo
'112111C0300,112111C0300,11,GUANAJUATO,60,DISTRITO XIV,2111,4449,C,0,U,150,26,5,10,4,53,117,11,7,4,6,,0,0,12,405,741,Cotejo
'112112B0100,112112B0100,11,GUANAJUATO,60,DISTRITO XIV,2112,4450,B,0,U,113,17,2,11,3,48,114,2,5,2,4,,0,0,8,329,503,Recuento
'112112C0100,112112C0100,11,GUANAJUATO,60,DISTRITO XIV,2112,4451,C,0,U,101,22,3,10,3,32,96,3,10,3,4,,0,5,5,297,503,Cotejo
'112112C0200,112112C0200,11,GUANAJUATO,60,DISTRITO XIV,2112,7733,C,0,U,120,16,3,8,3,43,112,3,11,3,6,,1,0,2,331,503,Cotejo
'112113B0100,112113B0100,11,GUANAJUATO,60,DISTRITO XIV,2113,4452,B,0,U,124,38,4,12,5,37,143,4,4,2,6,,0,0,7,386,592,Cotejo
'112114B0100,112114B0100,11,GUANAJUATO,60,DISTRITO XIV,2114,4453,B,0,U,133,35,6,7,3,39,96,5,6,2,8,,2,1,11,354,508,Cotejo
'112114C0100,112114C0100,11,GUANAJUATO,60,DISTRITO XIV,2114,4454,C,0,U,147,27,5,8,2,50,96,1,6,4,3,,0,0,4,353,507,Cotejo
'112115B0100,112115B0100,11,GUANAJUATO,60,DISTRITO XIV,2115,4455,B,0,U,179,40,3,15,7,35,107,1,8,2,8,,1,0,7,413,644,Cotejo
'112116B0100,112116B0100,11,GUANAJUATO,60,DISTRITO XIV,2116,4456,B,0,U,116,39,7,8,7,56,99,4,1,1,6,,0,0,6,350,516,Cotejo
'112117B0100,112117B0100,11,GUANAJUATO,60,DISTRITO XIV,2117,4457,B,0,U,106,50,9,14,7,46,191,6,3,4,12,,0,1,7,456,746,Cotejo
'112118B0100,112118B0100,11,GUANAJUATO,60,DISTRITO XIV,2118,4458,B,0,U,50,23,2,6,4,26,93,1,2,3,3,,0,0,7,220,376,Cotejo
'112118C0100,112118C0100,11,GUANAJUATO,60,DISTRITO XIV,2118,4459,C,0,U,74,15,1,5,3,22,90,3,2,3,7,,0,0,3,228,375,Cotejo
'112119B0100,112119B0100,11,GUANAJUATO,60,DISTRITO XIV,2119,4460,B,0,U,97,41,2,16,7,36,160,5,3,3,9,,1,2,9,391,648,Cotejo
'112120B0100,112120B0100,11,GUANAJUATO,60,DISTRITO XIV,2120,4461,B,0,U,92,22,3,10,6,40,77,2,3,1,6,,0,0,4,266,409,Cotejo
'112120C0100,112120C0100,11,GUANAJUATO,60,DISTRITO XIV,2120,4462,C,0,U,82,23,2,9,3,25,98,5,3,3,1,,0,3,6,263,409,Cotejo
'112121B0100,112121B0100,11,GUANAJUATO,60,DISTRITO XIV,2121,4463,B,0,U,105,11,1,7,6,27,129,6,3,1,7,,0,0,10,313,691,Cotejo
'112121C0100,112121C0100,11,GUANAJUATO,60,DISTRITO XIV,2121,4464,C,0,U,67,19,2,8,6,33,139,11,2,5,8,,0,0,9,309,691,Cotejo
'112121C0200,112121C0200,11,GUANAJUATO,60,DISTRITO XIV,2121,4465,C,0,U,97,10,2,7,6,25,118,12,4,5,7,,0,1,9,303,691,Cotejo
'112121C0300,112121C0300,11,GUANAJUATO,60,DISTRITO XIV,2121,4466,C,0,U,93,17,1,3,6,28,110,6,2,9,12,,0,0,9,296,691,Cotejo
'112121C0400,112121C0400,11,GUANAJUATO,60,DISTRITO XIV,2121,4467,C,0,U,94,24,6,6,3,26,125,13,3,1,19,,0,0,8,328,691,Cotejo
'112121C0500,112121C0500,11,GUANAJUATO,60,DISTRITO XIV,2121,4468,C,0,U,83,17,5,7,5,29,128,9,5,3,11,,0,0,8,310,691,Cotejo
'112122B0100,112122B0100,11,GUANAJUATO,60,DISTRITO XIV,2122,4469,B,0,U,96,32,1,4,3,32,129,3,3,1,3,,0,0,7,314,458,Cotejo
'112123B0100,112123B0100,11,GUANAJUATO,60,DISTRITO XIV,2123,4470,B,0,U,101,40,3,8,3,35,74,4,3,3,2,,0,0,7,283,399,Cotejo
'112123C0100,112123C0100,11,GUANAJUATO,60,DISTRITO XIV,2123,4471,C,0,U,113,24,5,4,2,37,93,2,4,1,3,,0,0,6,294,398,Cotejo
'112124B0100,112124B0100,11,GUANAJUATO,60,DISTRITO XIV,2124,4472,B,0,U,195,39,7,5,12,43,77,4,2,3,5,,0,0,8,400,606,Cotejo
'112125B0100,112125B0100,11,GUANAJUATO,60,DISTRITO XIV,2125,4473,B,0,U,174,42,4,6,3,59,118,2,4,1,16,,0,1,13,443,705,Cotejo
'112126B0100,112126B0100,11,GUANAJUATO,60,DISTRITO XIV,2126,4474,B,0,U,133,29,5,19,7,58,115,4,3,4,15,,0,0,6,398,586,Cotejo
'112127B0100,112127B0100,11,GUANAJUATO,60,DISTRITO XIV,2127,4475,B,0,U,98,14,2,4,0,40,93,6,2,1,8,,1,0,5,274,573,Recuento
'112127C0100,112127C0100,11,GUANAJUATO,60,DISTRITO XIV,2127,4476,C,0,U,94,13,5,9,5,34,97,5,1,1,3,,0,0,12,279,573,Recuento
'112128B0100,112128B0100,11,GUANAJUATO,60,DISTRITO XIV,2128,4477,B,0,U,209,23,2,8,4,63,108,5,0,12,3,,0,0,10,447,639,Cotejo
'112129B0100,112129B0100,11,GUANAJUATO,60,DISTRITO XIV,2129,4478,B,0,U,77,22,2,8,7,20,160,3,2,3,33,,0,0,9,346,569,Cotejo
'112129C0100,112129C0100,11,GUANAJUATO,60,DISTRITO XIV,2129,4479,C,0,U,78,11,0,5,8,21,145,9,1,0,1,,0,0,10,289,568,Cotejo
'112130B0100,112130B0100,11,GUANAJUATO,60,DISTRITO XIV,2130,4480,B,0,U,130,34,1,5,3,49,88,5,1,2,9,,0,0,7,334,481,Cotejo
'112131B0100,112131B0100,11,GUANAJUATO,60,DISTRITO XIV,2131,4481,B,0,U,110,10,4,10,7,19,77,3,2,2,3,,0,1,9,257,399,Cotejo
'112131C0100,112131C0100,11,GUANAJUATO,60,DISTRITO XIV,2131,4482,C,0,U,98,21,7,7,7,22,72,3,3,3,6,,0,0,5,254,399,Cotejo
'112132B0100,112132B0100,11,GUANAJUATO,60,DISTRITO XIV,2132,4483,B,0,U,57,11,0,6,4,26,53,5,1,2,8,,0,0,1,174,438,Cotejo
'112132C0100,112132C0100,11,GUANAJUATO,60,DISTRITO XIV,2132,4484,C,0,U,51,11,2,9,3,18,71,2,2,2,5,,0,0,8,184,437,Cotejo
'112133B0100,112133B0100,11,GUANAJUATO,60,DISTRITO XIV,2133,4485,B,0,U,124,21,9,10,9,21,100,2,3,3,4,,0,0,13,319,447,Cotejo
'112133C0100,112133C0100,11,GUANAJUATO,60,DISTRITO XIV,2133,4486,C,0,U,120,23,2,8,5,31,85,4,3,2,7,,1,0,5,296,446,Cotejo
'112134B0100,112134B0100,11,GUANAJUATO,60,DISTRITO XIV,2134,4487,B,0,U,137,28,6,10,7,50,109,3,5,2,4,,0,0,9,370,629,Cotejo
'112134C0100,112134C0100,11,GUANAJUATO,60,DISTRITO XIV,2134,4488,C,0,U,117,28,10,14,9,51,102,9,6,3,6,,38,0,2,395,629,Cotejo
'112134C0200,112134C0200,11,GUANAJUATO,60,DISTRITO XIV,2134,4489,C,0,U,116,20,5,17,9,30,112,5,7,4,11,,0,0,9,345,629,Recuento
'112134C0300,112134C0300,11,GUANAJUATO,60,DISTRITO XIV,2134,4490,C,0,U,132,24,7,11,12,34,113,7,0,5,6,,1,3,5,360,628,Cotejo
'112134C0400,112134C0400,11,GUANAJUATO,60,DISTRITO XIV,2134,4491,C,0,U,134,25,2,11,6,47,111,6,2,3,3,,0,0,4,354,628,Cotejo
'112135B0100,112135B0100,11,GUANAJUATO,60,DISTRITO XIV,2135,4492,B,0,U,72,26,5,6,3,19,107,1,2,3,4,,31,0,8,287,455,Cotejo
'112135C0100,112135C0100,11,GUANAJUATO,60,DISTRITO XIV,2135,4493,C,0,U,73,27,4,4,5,12,90,7,3,2,2,,31,1,7,268,454,Cotejo
'112136B0100,112136B0100,11,GUANAJUATO,60,DISTRITO XIV,2136,4494,B,0,U,66,27,2,8,6,28,104,5,1,5,6,,0,0,7,265,522,Cotejo
'112136C0100,112136C0100,11,GUANAJUATO,60,DISTRITO XIV,2136,4495,C,0,U,89,16,0,8,4,31,118,2,4,4,8,,0,1,9,294,521,Cotejo
'112137B0100,112137B0100,11,GUANAJUATO,60,DISTRITO XIV,2137,4496,B,0,U,107,22,5,8,6,22,99,5,5,3,3,,0,0,1,286,495,Cotejo
'112138B0100,112138B0100,11,GUANAJUATO,60,DISTRITO XIV,2138,4497,B,0,U,81,26,2,9,1,17,77,2,2,0,3,,0,0,6,226,388,Recuento
'112139B0100,112139B0100,11,GUANAJUATO,60,DISTRITO XIV,2139,4498,B,0,U,135,34,5,9,5,45,135,5,8,2,11,,0,1,10,405,703,Recuento
'112140B0100,112140B0100,11,GUANAJUATO,60,DISTRITO XIV,2140,4499,B,0,U,65,9,2,12,6,19,106,5,0,2,0,,0,0,7,233,406,Cotejo
'112140C0100,112140C0100,11,GUANAJUATO,60,DISTRITO XIV,2140,4500,C,0,U,80,12,1,9,4,29,98,5,0,1,5,,0,2,7,253,405,Cotejo
'112141B0100,112141B0100,11,GUANAJUATO,60,DISTRITO XIV,2141,4501,B,0,U,81,19,6,20,3,43,130,2,2,2,9,,25,0,5,347,639,Cotejo
'112141C0100,112141C0100,11,GUANAJUATO,60,DISTRITO XIV,2141,4502,C,0,U,73,18,5,7,7,38,126,3,6,0,2,,0,0,7,292,639,Cotejo
'112142B0100,112142B0100,11,GUANAJUATO,60,DISTRITO XIV,2142,4503,B,0,U,69,22,5,4,4,16,100,10,2,3,2,,0,1,8,246,502,Cotejo
'112143B0100,112143B0100,11,GUANAJUATO,60,DISTRITO XIV,2143,4504,B,0,U,66,21,3,3,3,14,69,1,3,2,4,,0,1,12,202,398,Recuento
'112143C0100,112143C0100,11,GUANAJUATO,60,DISTRITO XIV,2143,4505,C,0,U,72,15,0,12,9,17,80,4,2,0,1,,0,1,1,214,398,Cotejo
'112144B0100,112144B0100,11,GUANAJUATO,60,DISTRITO XIV,2144,4506,B,0,U,67,20,4,10,2,13,119,4,0,2,4,,0,0,8,253,520,Cotejo
'112144C0100,112144C0100,11,GUANAJUATO,60,DISTRITO XIV,2144,4507,C,0,U,39,16,1,3,3,24,112,3,1,1,2,,0,0,13,218,520,Cotejo
'112145B0100,112145B0100,11,GUANAJUATO,60,DISTRITO XIV,2145,4508,B,0,U,78,25,3,13,5,20,110,5,1,1,5,,0,0,7,273,523,Cotejo
'112146B0100,112146B0100,11,GUANAJUATO,60,DISTRITO XIV,2146,4509,B,0,U,79,15,2,8,1,24,97,6,4,0,7,,0,0,10,253,539,Cotejo
'112146C0100,112146C0100,11,GUANAJUATO,60,DISTRITO XIV,2146,4510,C,0,U,88,18,3,10,1,19,103,1,4,3,7,,0,0,6,263,538,Cotejo
'112147B0100,112147B0100,11,GUANAJUATO,60,DISTRITO XIV,2147,4511,B,0,U,91,34,4,11,8,30,202,10,2,1,1,,0,1,4,399,732,Cotejo
'112148B0100,112148B0100,11,GUANAJUATO,60,DISTRITO XIV,2148,4512,B,0,U,55,14,4,11,9,28,98,1,0,4,5,,0,0,1,230,394,Cotejo
'112148C0100,112148C0100,11,GUANAJUATO,60,DISTRITO XIV,2148,4513,C,0,U,76,18,2,10,5,17,91,1,0,2,3,,0,1,4,230,394,Cotejo
'112149B0100,112149B0100,11,GUANAJUATO,60,DISTRITO XIV,2149,4514,B,0,U,84,22,5,2,6,26,86,9,3,3,4,,0,0,6,256,509,Recuento
'112150B0100,112150B0100,11,GUANAJUATO,60,DISTRITO XIV,2150,4515,B,0,U,80,14,4,2,4,12,84,1,4,1,4,,0,0,1,211,464,Cotejo
'112150C0100,112150C0100,11,GUANAJUATO,60,DISTRITO XIV,2150,4516,C,0,U,65,16,5,6,6,18,88,6,4,1,4,,0,0,2,221,463,Cotejo
'112151B0100,112151B0100,11,GUANAJUATO,60,DISTRITO XIV,2151,4517,B,0,U,80,10,2,3,3,11,73,3,2,0,8,,0,1,6,202,432,Recuento
'112151C0100,112151C0100,11,GUANAJUATO,60,DISTRITO XIV,2151,4518,C,0,U,64,3,3,9,3,10,111,3,6,3,22,,0,0,3,240,431,Cotejo
'112152B0100,112152B0100,11,GUANAJUATO,60,DISTRITO XIV,2152,4519,B,0,U,77,20,3,9,4,39,91,3,1,2,20,,0,0,9,278,546,Cotejo
'112153B0100,112153B0100,11,GUANAJUATO,60,DISTRITO XIV,2153,4520,B,0,U,95,39,3,10,4,40,173,1,2,2,11,,0,0,0,380,671,Cotejo
'112154B0100,112154B0100,11,GUANAJUATO,60,DISTRITO XIV,2154,4521,B,0,U,95,47,6,12,2,17,128,2,2,5,6,,0,0,4,326,638,Cotejo
'112155B0100,112155B0100,11,GUANAJUATO,60,DISTRITO XIV,2155,4522,B,0,U,83,19,1,6,4,30,99,2,3,0,7,,1,0,5,260,524,Cotejo
